CFC_ID;Lider_User_Name;Num_Miembros;Izquierda;Derecha;Libertario;Centro;Miembros;Arcos
2981850953;DelRene123;1;0;0;0;0;2981850953;
1591290853;blanacleta1;1;0;0;0;0;1591290853;
15274836;DrJeffersnBoggs;1;0;0;0;0;15274836;
75311902;Mamidoc43;1;0;0;0;0;75311902;
104856637;Montsecallis;1;0;0;0;0;104856637;
36445805;andyparraga;1;0;0;0;0;36445805;
513646616;versonit;1;0;0;0;0;513646616;
1293297249166987266;marceesol;1;0;0;0;0;1293297249166987266;
72419773;jjwestermeier;1;0;0;0;0;72419773;
1257412535281737728;Pablo28876880;1;0;0;0;0;1257412535281737728;
3134858409;silviamigliori2;1;0;0;0;0;3134858409;
548617456;sebas240588;1;0;0;0;0;548617456;
788172844547080192;MarcosAburto1;1;0;0;0;0;788172844547080192;
159321395;beiadiva;1;0;0;0;0;159321395;
1267820335;Pablote7;1;0;0;0;0;1267820335;
869905957148610560;fernando_rissi;1;0;0;0;0;869905957148610560;
51922170;acampeao;1;0;0;0;0;51922170;
3373429907;AroneLoko;1;0;0;0;0;3373429907;
305861700;tabitaocampooss;1;0;0;0;0;305861700;
1288912324598931456;AlejandroRival;1;0;0;0;0;1288912324598931456;
1203305924837949441;Pia05624300;1;0;0;0;0;1203305924837949441;
